Nombre,Paquete de Ventas,Caracteristicas
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"Lenovo Yoga Slim 7 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL05 Thin and Light Laptop  (14 inch, Slate Grey, 1.36 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad 5 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Ideapad 5 Pro14ITL6 U Thin and Light Laptop  (14 inch, Storm Grey, 1.38 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Storm Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"ASUS Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515EA-BQ391TS Laptop  (15.6 inch, Transparent Silver, 1.6 kg, With MS Office)","Laptop, Power Adaptor, User Guide","Transparent Silver,Laptop,Everyday Use, Processing & Multitasking, Performance, Entertainment,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"ASUS Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) M515UA-BQ512TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"ASUS ROG Strix G15 Ryzen 9 Octa Core AMD Ryzen™ 9 5900H Processor 3.0 GHz (16M Cache, up to 4.6 GHz) 5th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti/300 Hz) G513QE-HF144T Gaming Laptop  (15.6 inch, Black, 2.30 Kg)","Laptop, Power Adaptor, User Guide","Black,Gaming Laptop,Gaming, Processing & Multitasking, Performance,AMD,Ryzen 9 Octa Core,16 GB,DDR4,Windows 10 Home"
"MSI GF63 Thin Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 10UC-607IN Gaming Laptop  (15.6 inch, Black, 1.86 kg)","Laptop, Power Adaptor, User Guide","Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) GF65 Thin 10UE-410IN Gaming Laptop  (15.6 inch, Black, 1.86 kg)","Laptop, Power Adaptor, User Guide","Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15-eh1101AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Entertainment, Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 15-eh1103AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Entertainment, Processing & Multitasking,AMD,Ryzen 5 Hexa Core,16 GB,DDR4,Windows 10 Home"
"MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) Katana GF66 11UC-628IN Gaming Laptop  (15.6 inches, Black, 2.25 kg)","Laptop, Battery, Power Adapter, User Guide","Black,Gaming Laptop,Processing & Multitasking, Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"MSI GF63 Thin Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 10UC-606IN Gaming Laptop  (15.6 inch, Black, 1.86 kg)","Laptop, Power Adaptor, User Guide","Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"HP HP Envy Intel EVO Core i5 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) 14-eb0020TX Thin and Light Laptop  (14 inch, Natural Silver, 1.59 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600M/144 Hz) Alpha 15 B5EEK-029IN Gaming Laptop  (15.6 inch, Black, 2.35 kg)","Laptop, Power Adaptor, User Guide","Black,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"ASUS Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X509FA-BR301T Thin and Light Laptop  (15.6 inch, Transperant Silver, 1.80 kg)",1 Laptop,"Transperant Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"ASUS Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X409FA-EB616T Thin and Light Laptop  (14 inch, Slate Grey)","Laptop, Power Adaptor, User Guide","Slate Grey,Thin and Light Laptop,Everyday Use, Processing & Multitasking, Performance, Entertainment,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) PH315-54 Gaming Laptop  (15.6 inch, Abyssal Black, 2.3 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Abyssal Black,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS F17 Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FX766HC-HX060T Gaming Laptop  (17.3 inch, Eclipse Gray, 2.6 KG)","Laptop, Power Adaptor, User Guide","Eclipse Gray,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"HP HP Envy Ryzen 7 Octa Core 4700U - (16 GB/1 TB SSD/Windows 10 Home) 13-ay0508au Thin and Light Laptop  (13.3 inch, Nightfall Black, 1.32 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Nightfall Black,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X515EA-BQ312TS Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Laptop, Power Adaptor, User Guide","Transparent Silver,Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"ASUS Vivobook 15 Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515EA-BQ562TS Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Laptop, Power Adaptor, User Guide","Transparent Silver,Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS ZenBook Duo 14 (2021) Touch Panel Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) UX482EA-HY777TS Thin and Light Laptop  (14 inch, Celestial Blue, 1.57 kg, With MS Office)","Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, Sleeve, Stand, Stylus","Celestial Blue,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,LPDDR4X,Windows 10 Home"
"Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) IdeaPad 5 15ALC05 Thin and Light Laptop  (15.6 inch, Graphite Grey, 1.66 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Grey,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad Gaming Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) IdeaPad Gaming 3 15IMH05 Gaming Laptop  (15.6 Inch, Onyx Black, 2.2 KG)","Laptop, Power Adaptor, User Guide, Warranty Documents","Onyx Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad Gaming 3i Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) IPG3-15IHU6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Shadow Black,Gaming Laptop,Gaming,Intel,Core i7,8 GB,DDR4,Windows 10 Home"
"MSI GS66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 Hz) GS66 Stealth 11UG-418IN Gaming Laptop  (15.6 inch, Black, 2.1 Kg)","Laptop, Battery, Power Adapter, User Guide, Urban Raider Backpack","Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS ROG Strix Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G513QM-HF406TS Gaming Laptop  (15.6 inch, Eclipse Gray, 2.30 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Eclipse Gray,Gaming Laptop,Gaming,AMD,Ryzen 9 Octa Core,16 GB,DDR4,Windows 10 Home"
"ASUS ROG Strix Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) G513IC-HN025T Gaming Laptop  (15.6 inch, Eclipse Gray, 2.10 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Eclipse Gray,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,8 GB,DDR4,Windows 10 Home"
"realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Light Laptop  (14 inch, Real Gray, 1.38 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Real Gray,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Gray, 1.38 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Real Gray,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"ASUS ROG Strix G15 (2021) Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) G513IH-HN086T Gaming Laptop  (15.6 inch, Eclipse Gray, 2.10 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Eclipse Gray,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 7 Octa Core,8 GB,DDR4,Windows 10 Home"
"realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Light Laptop  (14 inch, Real Blue, 1.38 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Real Blue,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-DK2075TX Gaming Laptop  (15.6 inches, Shadow Black & Ultra Violet, 2.23 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Shadow Black & Ultra Violet,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS ASUS TUF Dash Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX RTX) FX516PC-HN077T Gaming Laptop  (15.6 inch, Moonlight White, 2.00 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Moonlight White,Gaming Laptop,Gaming,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"ASUS Vivobook Ultra K14 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) K413EA-EB522TS Thin and Light Laptop  (14 inch, Indie Black, 1.4 kg, With MS Office)","Laptop, Adaptor & Manual","Indie Black,Thin and Light Laptop,Travel & Business, Processing & Multitasking, Everyday Use, Performance, Entertainment,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"HP Pavilion Aero Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 10 Home) 13-BE0030AU Thin and Light Laptop  (13.3 inch, Natural Silver, 0.97 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,16 GB,DDR4,Windows 10 Home"
"HP HP Envy Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-ba1501TX Thin and Light Laptop  (13.3 inch, Natural Silver, 1.30 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"DELL Insprion 3501 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) D560423WIN9S Laptop  (15.6 inch, Accent Black, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Accent Black,Laptop,Everyday Use,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"ASUS Vivobook 14 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X409FA-EK617T Thin and Light Laptop  (14.1 inch, Slate Grey, 1.6 kg)","Laptop, Power Adaptor, User Guide","Slate Grey,Thin and Light Laptop,Everyday Use, Processing & Multitasking, Performance, Entertainment,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"MSI Pulse GL66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/144 Hz) Pulse GL66 11UDK-627IN Gaming Laptop  (15.6 inches, Grey, 2.25 kg)","Laptop, Battery, Power Adapter, User Guide, MSI Essential Backpack","Grey,Gaming Laptop,Processing & Multitasking, Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"MSI GP76 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 Hz) GP76 Leopard 11UG-609IN Gaming Laptop  (17.3 inches, Black, 2.9 kg)","Laptop, Battery, Power Adapter, User Guide, Stealth Trooper Backpack","Black,Gaming Laptop,Processing & Multitasking, Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) ph315-54-78cp/ph315-54 Gaming Laptop  (15.6 inches, Abyssal Black, 2.3 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Abyssal Black,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/12 GB Graphics/AMD Radeon RX 6800M) G513QY-HQ008TS Gaming Laptop  (15.6 inch, Original Black, 2.50 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Original Black,Gaming Laptop,Gaming,AMD,Ryzen 9 Octa Core,16 GB,DDR4,Windows 10 Home"
"HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-ec2004AX Gaming Laptop  (15.6 inch, Shadow Black, 1.98 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Shadow Black,Gaming Laptop,Gaming,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10"
"ASUS ROG Strix G15 (2021) Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) G513IH-HN086T Gaming Laptop  (15.6 inch, Eclipse Gray, 2.10 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Eclipse Gray,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 7 Octa Core,8 GB,DDR4,Windows 10 Home"
"ASUS Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) K513EP-BQ512TS Laptop  (15.6 inch, Black, With MS Office)","Laptop, Power Adaptor, User Guide","Black,Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 81WA00K1IN Laptop  (14 inch, Platinum Grey, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Platinum Grey,Laptop,Everyday Use,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","1 Laptop, 1 Power Adaptor, 1 Power cord, User Manual","Charcoal Gray,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","1 Laptop, 1 Power Adaptor, 1 Power cord, User Manual","Charcoal Gray,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"MSI Modern 14 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B4MW-423IN Thin and Light Laptop  (14 inch, Carbon Grey, 1.3 Kg)","Laptop, Battery, Power Adapter, User Guide","Carbon Grey,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"HP Pavilion Gaming Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 hz) 15-DK2100TX Gaming Laptop  (15.6 inches, Shadow Black & Ultra Violet, 2.28 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Shadow Black & Ultra Violet,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 10 Home) UM325SA-KG701TS Thin and Light Laptop  (13.3 inch, Pine Grey, 1.14 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Pine Grey,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,LPDDR4X,Windows 10 Home"
"DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) VOSTRO 3400 Thin and Light Laptop  (14.96 Inch, Accent Black, 1.58 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Accent Black,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10"
"acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5-5500U hexa-core - (8 GB/512 GB SSD/Windows 10 Home) A515-45 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.76 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Pure Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"acer Swift 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) SF314-43 Thin and Light Laptop  (14 inch, Pure Silver, 1.2 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Pure Silver,Thin and Light Laptop,Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business,AMD,Ryzen 5 Hexa Core,8 GB,LPDDR4X,Windows 10 Home"
"ASUS Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 10 Home) UM325SA-KG502TS Thin and Light Laptop  (13.3 inch, Pine Grey, 1.14 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Pine Grey,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,16 GB,LPDDR4X,Windows 10 Home"
"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) Inspiron 3511 Laptop  (15.6 inches, Platinum Silver, 1.85 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Platinum Silver,Laptop,Everyday Use, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10"
"DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) Vostro 3400 Thin and Light Laptop  (14 inches, Dune, 1.58 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Dune,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10"
"DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inches, Dune, 1.58 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Dune,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10"
"Lenovo Ideapad Slim 3i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ideapad Slim 3 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.39 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light Laptop  (14 inch, Accent Black, 1.58 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Accent Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"HP Pavilion Aero Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 10 Home) 13-BE0190AU Thin and Light Laptop  (13.3 inches, Pale Rose Gold, 0.97 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Pale Rose Gold,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,16 GB,DDR4,Windows 10 Home"
"HP 15s Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 3 Quad Core,8 GB,DDR4,Windows 10 Home"
"MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/144 Hz) Bravo 15 B5DD-043IN Gaming Laptop  (15.6 inch, Black, 2.35 Kg)","Laptop, Battery, Power Adapter, User Guide","Black,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"ASUS VivoBook Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EP-BQ513TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.8 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Ideapad Slim 3i Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Ideapad Slim 3 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.39 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10) K513EA- BQ302TS K513EA, Laptop  (15.6 inch, 2k- Indie Black_Amet, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","2k- Indie Black_Amet,Laptop,Everyday Use,Intel,Core i3,4 GB,DDR4,Windows 10"
