Interests,Accessibility,Site Name,Sites Visited,Age_Group,Tour_Duration_Pref,Rating_Category,Response_Speed,Accuracy_Level,VR_Quality,Satisfaction_Level
"Art, Architecture",False,Machu Picchu,"Taj Mahal, Eiffel Tower",56+,Media(5-7h),Bajo,Lento,Media,Buena,Media
History,True,Colosseum,"Colosseum, Taj Mahal, Eiffel Tower",18-25,Larga(8-10h),Alto,Normal,Media,Excelente,Alta
"History, Art, Architecture",True,Taj Mahal,"Taj Mahal, Great Wall of China, Colosseum",26-35,Corta(1-4h),Alto,Rápido,Media,Buena,Alta
"Nature, Cultural, Art",True,Colosseum,"Taj Mahal, Machu Picchu",46-55,Media(5-7h),Medio,Rápido,Media,Excelente,Media
Nature,True,Taj Mahal,"Taj Mahal, Colosseum, Great Wall of China",36-45,Corta(1-4h),Alto,Normal,Media,Buena,Alta
"Art, Nature",True,Machu Picchu,"Machu Picchu, Colosseum, Taj Mahal",56+,Media(5-7h),Medio,Normal,Alta,Buena,Media
Cultural,True,Colosseum,"Machu Picchu, Colosseum, Taj Mahal",56+,Media(5-7h),Medio,Normal,Alta,Excelente,Media
"History, Nature",True,Machu Picchu,"Taj Mahal, Eiffel Tower, Machu Picchu",56+,Media(5-7h),Medio,Normal,Media,Buena,Media
"Art, Cultural",True,Eiffel Tower,"Taj Mahal, Colosseum, Great Wall of China",18-25,Media(5-7h),Medio,Normal,Media,Excelente,Media
Cultural,True,Colosseum,"Colosseum, Machu Picchu, Taj Mahal",56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Art, History",False,Colosseum,"Colosseum, Eiffel Tower",56+,Corta(1-4h),Medio,Rápido,Media,Buena,Media
"History, Art",False,Eiffel Tower,"Great Wall of China, Colosseum",26-35,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
Art,True,Colosseum,"Machu Picchu, Great Wall of China, Colosseum",26-35,Larga(8-10h),Bajo,Rápido,Media,Excelente,Media
Art,False,Great Wall of China,Taj Mahal,18-25,Media(5-7h),Alto,Normal,Media,Buena,Alta
Nature,False,Great Wall of China,"Machu Picchu, Great Wall of China",36-45,Larga(8-10h),Alto,Lento,Media,Buena,Alta
"Nature, Architecture",True,Taj Mahal,"Machu Picchu, Colosseum, Taj Mahal",18-25,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"Nature, Cultural",True,Taj Mahal,"Eiffel Tower, Taj Mahal",46-55,Media(5-7h),Medio,Rápido,Baja,Excelente,Media
"Cultural, History",True,Eiffel Tower,"Eiffel Tower, Machu Picchu",36-45,Larga(8-10h),Alto,Rápido,Media,Buena,Alta
Nature,True,Great Wall of China,"Taj Mahal, Colosseum, Eiffel Tower",36-45,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
"Architecture, Cultural",True,Colosseum,"Colosseum, Great Wall of China, Taj Mahal",26-35,Corta(1-4h),Bajo,Lento,Media,Excelente,Media
Architecture,True,Eiffel Tower,"Colosseum, Great Wall of China",26-35,Media(5-7h),Bajo,Lento,Media,Buena,Media
"Cultural, Nature",True,Eiffel Tower,"Great Wall of China, Colosseum, Taj Mahal",56+,Corta(1-4h),Medio,Normal,Media,Excelente,Alta
History,False,Machu Picchu,"Eiffel Tower, Colosseum",36-45,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"History, Architecture, Nature",True,Machu Picchu,Taj Mahal,36-45,Media(5-7h),Medio,Rápido,Baja,Excelente,Media
Architecture,False,Great Wall of China,"Taj Mahal, Colosseum",36-45,Media(5-7h),Medio,Lento,Media,Excelente,Media
"Art, Cultural",True,Eiffel Tower,"Machu Picchu, Great Wall of China",46-55,Media(5-7h),Alto,Rápido,Alta,Excelente,Alta
"Nature, History",True,Great Wall of China,"Colosseum, Eiffel Tower, Great Wall of China",26-35,Larga(8-10h),Bajo,Rápido,Media,Buena,Media
Art,True,Great Wall of China,"Eiffel Tower, Machu Picchu",26-35,Media(5-7h),Bajo,Normal,Media,Buena,Media
"Architecture, Art",False,Eiffel Tower,"Machu Picchu, Great Wall of China, Eiffel Tower",18-25,Media(5-7h),Bajo,Rápido,Alta,Buena,Media
Cultural,True,Machu Picchu,Machu Picchu,46-55,Larga(8-10h),Medio,Normal,Alta,Excelente,Media
Architecture,True,Eiffel Tower,"Colosseum, Taj Mahal",56+,Media(5-7h),Medio,Lento,Media,Excelente,Media
"History, Architecture, Art",True,Machu Picchu,Great Wall of China,56+,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"Cultural, Nature, History",True,Eiffel Tower,"Eiffel Tower, Machu Picchu, Taj Mahal",36-45,Media(5-7h),Medio,Normal,Media,Buena,Media
"Architecture, Art, Cultural",True,Eiffel Tower,"Eiffel Tower, Machu Picchu, Taj Mahal",56+,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
History,False,Great Wall of China,"Eiffel Tower, Colosseum",56+,Corta(1-4h),Alto,Normal,Alta,Buena,Alta
Nature,False,Colosseum,"Taj Mahal, Machu Picchu",56+,Media(5-7h),Bajo,Normal,Alta,Excelente,Media
"Nature, Cultural, History",True,Machu Picchu,"Great Wall of China, Machu Picchu, Colosseum",56+,Media(5-7h),Medio,Lento,Alta,Excelente,Media
History,True,Colosseum,Machu Picchu,26-35,Media(5-7h),Alto,Normal,Alta,Buena,Alta
Cultural,True,Machu Picchu,"Great Wall of China, Eiffel Tower, Taj Mahal",46-55,Media(5-7h),Medio,Rápido,Media,Excelente,Alta
"Cultural, Architecture",False,Machu Picchu,"Taj Mahal, Machu Picchu, Eiffel Tower",46-55,Larga(8-10h),Alto,Lento,Media,Buena,Alta
"Architecture, Cultural",False,Taj Mahal,Colosseum,36-45,Media(5-7h),Medio,Lento,Alta,Buena,Media
"Cultural, Architecture",True,Taj Mahal,"Colosseum, Machu Picchu",18-25,Corta(1-4h),Alto,Lento,Alta,Excelente,Alta
"Architecture, Nature",False,Great Wall of China,"Machu Picchu, Taj Mahal",56+,Media(5-7h),Medio,Lento,Media,Buena,Media
"Nature, History, Art",True,Great Wall of China,Eiffel Tower,56+,Media(5-7h),Bajo,Normal,Alta,Buena,Media
"Nature, Art",False,Eiffel Tower,"Machu Picchu, Taj Mahal",26-35,Media(5-7h),Medio,Lento,Media,Excelente,Alta
Art,True,Eiffel Tower,"Eiffel Tower, Taj Mahal",36-45,Corta(1-4h),Medio,Lento,Alta,Buena,Media
Cultural,True,Great Wall of China,Eiffel Tower,18-25,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"Cultural, Nature",True,Great Wall of China,"Colosseum, Taj Mahal, Machu Picchu",56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Cultural, Art",False,Machu Picchu,"Taj Mahal, Eiffel Tower",26-35,Media(5-7h),Medio,Lento,Media,Buena,Media
"Nature, Art",False,Taj Mahal,"Great Wall of China, Taj Mahal",26-35,Corta(1-4h),Medio,Rápido,Media,Buena,Media
"Art, Nature, History",False,Machu Picchu,"Great Wall of China, Taj Mahal, Colosseum",36-45,Media(5-7h),Medio,Rápido,Alta,Buena,Media
History,False,Colosseum,"Great Wall of China, Machu Picchu",26-35,Media(5-7h),Alto,Lento,Alta,Excelente,Alta
"Art, Cultural",False,Taj Mahal,"Eiffel Tower, Taj Mahal",36-45,Larga(8-10h),Medio,Normal,Alta,Buena,Media
Nature,False,Taj Mahal,"Machu Picchu, Great Wall of China",46-55,Larga(8-10h),Alto,Lento,Alta,Excelente,Alta
Cultural,True,Taj Mahal,"Great Wall of China, Machu Picchu",18-25,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
"Cultural, Nature",False,Machu Picchu,Taj Mahal,18-25,Corta(1-4h),Bajo,Lento,Alta,Buena,Media
Art,False,Colosseum,"Great Wall of China, Eiffel Tower",36-45,Media(5-7h),Medio,Normal,Media,Excelente,Media
"Cultural, Art",False,Eiffel Tower,Taj Mahal,18-25,Larga(8-10h),Medio,Lento,Media,Excelente,Media
"Art, Nature, History",False,Eiffel Tower,"Machu Picchu, Eiffel Tower, Taj Mahal",18-25,Media(5-7h),Alto,Normal,Media,Buena,Alta
Cultural,False,Great Wall of China,"Colosseum, Taj Mahal, Machu Picchu",46-55,Corta(1-4h),Alto,Lento,Media,Buena,Alta
"Cultural, Art, History",False,Eiffel Tower,"Great Wall of China, Machu Picchu, Colosseum",26-35,Corta(1-4h),Medio,Lento,Alta,Excelente,Media
"History, Nature",True,Taj Mahal,Colosseum,26-35,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
"Cultural, Nature, History",True,Taj Mahal,"Great Wall of China, Taj Mahal",26-35,Media(5-7h),Medio,Normal,Media,Buena,Media
"Art, Nature, History",False,Taj Mahal,"Eiffel Tower, Great Wall of China",36-45,Media(5-7h),Alto,Normal,Media,Excelente,Alta
Cultural,False,Great Wall of China,"Eiffel Tower, Colosseum",18-25,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
"Art, Cultural",False,Great Wall of China,"Great Wall of China, Machu Picchu, Colosseum",26-35,Media(5-7h),Bajo,Normal,Media,Buena,Media
"Art, Nature",False,Machu Picchu,"Eiffel Tower, Taj Mahal, Colosseum",46-55,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"Art, Cultural",False,Great Wall of China,"Eiffel Tower, Taj Mahal",18-25,Media(5-7h),Bajo,Normal,Media,Excelente,Media
Art,True,Eiffel Tower,"Great Wall of China, Taj Mahal, Machu Picchu",56+,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"Cultural, Architecture",False,Eiffel Tower,"Great Wall of China, Colosseum",36-45,Media(5-7h),Medio,Rápido,Alta,Buena,Media
"Architecture, History",False,Taj Mahal,"Machu Picchu, Eiffel Tower",46-55,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"History, Art, Nature",True,Eiffel Tower,"Machu Picchu, Colosseum",46-55,Media(5-7h),Alto,Rápido,Alta,Excelente,Alta
"Cultural, Nature",True,Eiffel Tower,"Machu Picchu, Taj Mahal",18-25,Corta(1-4h),Medio,Lento,Media,Buena,Alta
"Nature, Architecture",True,Machu Picchu,"Eiffel Tower, Colosseum, Great Wall of China",46-55,Media(5-7h),Medio,Rápido,Media,Buena,Media
"History, Cultural",True,Machu Picchu,"Great Wall of China, Colosseum",36-45,Media(5-7h),Bajo,Lento,Baja,Buena,Media
History,False,Great Wall of China,"Eiffel Tower, Machu Picchu",36-45,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
"Architecture, Cultural, Nature",False,Colosseum,"Machu Picchu, Eiffel Tower, Great Wall of China",46-55,Larga(8-10h),Alto,Lento,Media,Buena,Alta
"Nature, Cultural, History",True,Taj Mahal,Eiffel Tower,26-35,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"Art, Nature, Architecture",True,Colosseum,"Machu Picchu, Great Wall of China",56+,Media(5-7h),Alto,Normal,Media,Excelente,Alta
"Nature, Cultural, Architecture",True,Colosseum,Colosseum,56+,Corta(1-4h),Medio,Lento,Media,Excelente,Media
"Cultural, Art, History",True,Taj Mahal,"Colosseum, Machu Picchu",36-45,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Nature, Architecture, Cultural",True,Eiffel Tower,Colosseum,56+,Media(5-7h),Alto,Lento,Media,Excelente,Alta
"Nature, Art",False,Eiffel Tower,"Taj Mahal, Machu Picchu, Colosseum",46-55,Corta(1-4h),Bajo,Rápido,Media,Buena,Media
"Cultural, Nature",True,Great Wall of China,Taj Mahal,56+,Media(5-7h),Bajo,Rápido,Alta,Excelente,Media
Nature,True,Eiffel Tower,Eiffel Tower,36-45,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"Architecture, History, Art",True,Eiffel Tower,"Machu Picchu, Great Wall of China, Eiffel Tower",46-55,Corta(1-4h),Medio,Rápido,Media,Excelente,Media
"History, Art, Nature",True,Colosseum,"Taj Mahal, Machu Picchu, Eiffel Tower",36-45,Larga(8-10h),Bajo,Normal,Alta,Excelente,Media
Cultural,False,Machu Picchu,"Great Wall of China, Eiffel Tower, Machu Picchu",36-45,Corta(1-4h),Medio,Normal,Alta,Excelente,Media
"Art, Cultural",True,Great Wall of China,"Eiffel Tower, Taj Mahal, Colosseum",56+,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Cultural, Nature, Architecture",False,Taj Mahal,Great Wall of China,36-45,Larga(8-10h),Alto,Normal,Media,Excelente,Alta
Architecture,False,Taj Mahal,"Eiffel Tower, Colosseum",18-25,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
Nature,True,Great Wall of China,Great Wall of China,36-45,Corta(1-4h),Alto,Rápido,Alta,Excelente,Alta
"Cultural, Nature",False,Colosseum,Great Wall of China,26-35,Media(5-7h),Bajo,Normal,Media,Buena,Media
Architecture,True,Great Wall of China,Great Wall of China,36-45,Larga(8-10h),Medio,Lento,Media,Buena,Media
"Art, Cultural, Architecture",False,Colosseum,"Taj Mahal, Colosseum",18-25,Corta(1-4h),Medio,Lento,Alta,Excelente,Media
Architecture,True,Colosseum,"Taj Mahal, Great Wall of China",56+,Larga(8-10h),Bajo,Rápido,Media,Excelente,Media
Art,False,Eiffel Tower,Taj Mahal,46-55,Media(5-7h),Alto,Rápido,Media,Buena,Alta
Nature,True,Machu Picchu,Machu Picchu,46-55,Media(5-7h),Medio,Lento,Media,Buena,Media
Cultural,True,Great Wall of China,Great Wall of China,56+,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"Architecture, Nature, Cultural",False,Eiffel Tower,"Great Wall of China, Machu Picchu",56+,Corta(1-4h),Medio,Rápido,Baja,Regular,Media
"History, Nature, Art",False,Eiffel Tower,"Eiffel Tower, Taj Mahal, Machu Picchu",36-45,Corta(1-4h),Alto,Lento,Alta,Buena,Alta
Nature,True,Great Wall of China,"Machu Picchu, Eiffel Tower",56+,Corta(1-4h),Medio,Lento,Alta,Excelente,Media
"Nature, Art, Cultural",True,Great Wall of China,"Taj Mahal, Eiffel Tower, Great Wall of China",56+,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"Cultural, Architecture, History",True,Machu Picchu,Eiffel Tower,46-55,Media(5-7h),Alto,Normal,Media,Buena,Alta
"History, Architecture, Cultural",False,Great Wall of China,Colosseum,56+,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Art, History",False,Machu Picchu,"Machu Picchu, Eiffel Tower, Great Wall of China",56+,Media(5-7h),Bajo,Normal,Media,Buena,Media
"Architecture, Nature, History",False,Great Wall of China,"Eiffel Tower, Machu Picchu",46-55,Corta(1-4h),Alto,Rápido,Media,Buena,Alta
Architecture,True,Great Wall of China,Eiffel Tower,56+,Media(5-7h),Alto,Lento,Alta,Buena,Alta
Art,False,Machu Picchu,"Great Wall of China, Machu Picchu, Eiffel Tower",56+,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"Architecture, Cultural, Art",True,Great Wall of China,"Machu Picchu, Colosseum, Great Wall of China",36-45,Media(5-7h),Bajo,Lento,Media,Buena,Media
"History, Cultural",True,Taj Mahal,"Colosseum, Eiffel Tower",26-35,Media(5-7h),Alto,Lento,Alta,Regular,Alta
Architecture,False,Taj Mahal,"Great Wall of China, Machu Picchu",26-35,Media(5-7h),Alto,Rápido,Alta,Excelente,Alta
"Architecture, Nature",False,Machu Picchu,"Eiffel Tower, Colosseum, Machu Picchu",26-35,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"Nature, Architecture, Art",True,Great Wall of China,"Colosseum, Machu Picchu, Taj Mahal",18-25,Corta(1-4h),Medio,Lento,Alta,Buena,Media
"Nature, Cultural, History",True,Machu Picchu,"Colosseum, Taj Mahal",56+,Corta(1-4h),Alto,Lento,Alta,Buena,Alta
"Art, Architecture",False,Eiffel Tower,Taj Mahal,46-55,Larga(8-10h),Bajo,Rápido,Media,Buena,Media
History,False,Colosseum,"Great Wall of China, Taj Mahal",36-45,Media(5-7h),Medio,Rápido,Media,Buena,Media
Cultural,False,Machu Picchu,Great Wall of China,36-45,Media(5-7h),Medio,Normal,Alta,Buena,Media
"Nature, Art, Cultural",False,Great Wall of China,Colosseum,18-25,Media(5-7h),Bajo,Lento,Media,Buena,Media
"Cultural, History, Art",False,Eiffel Tower,"Eiffel Tower, Great Wall of China, Colosseum",56+,Media(5-7h),Bajo,Rápido,Alta,Buena,Media
"History, Architecture, Art",True,Eiffel Tower,"Great Wall of China, Colosseum, Taj Mahal",26-35,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Cultural, Nature",False,Great Wall of China,"Taj Mahal, Eiffel Tower, Machu Picchu",46-55,Media(5-7h),Medio,Lento,Alta,Buena,Media
History,False,Eiffel Tower,"Taj Mahal, Colosseum, Machu Picchu",56+,Corta(1-4h),Bajo,Rápido,Media,Regular,Media
"Nature, Cultural, History",True,Taj Mahal,"Great Wall of China, Eiffel Tower, Machu Picchu",36-45,Corta(1-4h),Bajo,Normal,Alta,Excelente,Media
"History, Art",False,Machu Picchu,"Colosseum, Machu Picchu, Taj Mahal",36-45,Corta(1-4h),Alto,Lento,Media,Buena,Alta
Art,False,Colosseum,"Taj Mahal, Colosseum",46-55,Corta(1-4h),Medio,Normal,Media,Regular,Media
History,True,Taj Mahal,"Great Wall of China, Eiffel Tower, Colosseum",26-35,Media(5-7h),Alto,Normal,Media,Buena,Alta
"Architecture, Art, Nature",False,Machu Picchu,"Taj Mahal, Machu Picchu, Eiffel Tower",56+,Larga(8-10h),Medio,Lento,Alta,Buena,Media
"History, Art, Cultural",False,Machu Picchu,"Machu Picchu, Colosseum, Eiffel Tower",18-25,Corta(1-4h),Alto,Lento,Alta,Buena,Alta
"Cultural, Nature, Architecture",False,Colosseum,Eiffel Tower,46-55,Media(5-7h),Medio,Lento,Alta,Buena,Media
"Architecture, Cultural, History",False,Colosseum,"Machu Picchu, Taj Mahal, Colosseum",18-25,Media(5-7h),Medio,Normal,Alta,Buena,Media
"Cultural, Art",False,Great Wall of China,"Machu Picchu, Taj Mahal",18-25,Larga(8-10h),Medio,Rápido,Baja,Buena,Media
Cultural,True,Great Wall of China,Great Wall of China,36-45,Corta(1-4h),Bajo,Normal,Media,Buena,Media
"History, Architecture, Nature",False,Great Wall of China,"Eiffel Tower, Machu Picchu, Colosseum",26-35,Media(5-7h),Medio,Normal,Alta,Excelente,Alta
Nature,False,Eiffel Tower,"Taj Mahal, Great Wall of China",56+,Media(5-7h),Bajo,Normal,Media,Regular,Media
"Cultural, Architecture",False,Colosseum,Eiffel Tower,36-45,Larga(8-10h),Medio,Normal,Media,Excelente,Media
Cultural,True,Taj Mahal,"Taj Mahal, Great Wall of China, Colosseum",56+,Corta(1-4h),Medio,Normal,Media,Buena,Media
"Cultural, Nature",True,Machu Picchu,Eiffel Tower,36-45,Media(5-7h),Medio,Normal,Alta,Buena,Media
Cultural,True,Eiffel Tower,"Eiffel Tower, Colosseum, Taj Mahal",56+,Corta(1-4h),Alto,Rápido,Alta,Excelente,Alta
"History, Architecture",False,Great Wall of China,"Great Wall of China, Eiffel Tower",46-55,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
"Nature, Cultural, Architecture",False,Great Wall of China,Machu Picchu,56+,Corta(1-4h),Medio,Lento,Alta,Excelente,Media
"Architecture, History, Nature",True,Colosseum,Eiffel Tower,26-35,Corta(1-4h),Alto,Lento,Alta,Excelente,Alta
"History, Nature",False,Great Wall of China,Machu Picchu,56+,Corta(1-4h),Alto,Normal,Baja,Buena,Alta
Architecture,False,Machu Picchu,"Eiffel Tower, Colosseum, Machu Picchu",26-35,Media(5-7h),Alto,Lento,Media,Buena,Alta
"Architecture, History",False,Taj Mahal,"Great Wall of China, Eiffel Tower, Machu Picchu",46-55,Larga(8-10h),Alto,Normal,Media,Excelente,Alta
"Architecture, Art",True,Colosseum,"Great Wall of China, Colosseum, Machu Picchu",36-45,Corta(1-4h),Medio,Lento,Alta,Excelente,Media
Cultural,False,Great Wall of China,"Great Wall of China, Machu Picchu, Eiffel Tower",18-25,Larga(8-10h),Medio,Rápido,Media,Buena,Media
Art,False,Colosseum,Eiffel Tower,56+,Larga(8-10h),Alto,Rápido,Alta,Excelente,Alta
Cultural,True,Taj Mahal,"Machu Picchu, Great Wall of China, Taj Mahal",26-35,Corta(1-4h),Alto,Rápido,Media,Excelente,Alta
"Cultural, Art, Architecture",True,Machu Picchu,Great Wall of China,26-35,Corta(1-4h),Medio,Lento,Media,Buena,Media
Cultural,True,Eiffel Tower,Taj Mahal,18-25,Corta(1-4h),Bajo,Normal,Media,Buena,Media
"Cultural, History",True,Great Wall of China,"Colosseum, Taj Mahal, Great Wall of China",56+,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"Nature, Art, Architecture",False,Taj Mahal,"Eiffel Tower, Machu Picchu",56+,Media(5-7h),Medio,Rápido,Media,Buena,Media
"History, Architecture, Nature",True,Machu Picchu,Colosseum,18-25,Media(5-7h),Bajo,Lento,Media,Buena,Media
History,True,Colosseum,Great Wall of China,56+,Corta(1-4h),Medio,Normal,Alta,Buena,Media
Nature,True,Taj Mahal,"Great Wall of China, Colosseum, Eiffel Tower",56+,Corta(1-4h),Bajo,Lento,Alta,Regular,Media
"Nature, Art",True,Machu Picchu,"Colosseum, Eiffel Tower",26-35,Corta(1-4h),Alto,Rápido,Media,Excelente,Alta
"Cultural, Architecture",False,Eiffel Tower,"Colosseum, Great Wall of China",26-35,Larga(8-10h),Alto,Normal,Alta,Excelente,Alta
"Art, History",False,Eiffel Tower,Colosseum,46-55,Media(5-7h),Medio,Normal,Media,Buena,Media
"Cultural, History, Art",False,Great Wall of China,"Great Wall of China, Eiffel Tower",56+,Media(5-7h),Medio,Lento,Media,Regular,Media
"Nature, Art, History",True,Eiffel Tower,"Colosseum, Machu Picchu, Great Wall of China",46-55,Media(5-7h),Medio,Rápido,Media,Buena,Media
"History, Cultural, Art",True,Colosseum,"Great Wall of China, Taj Mahal, Eiffel Tower",56+,Media(5-7h),Bajo,Rápido,Media,Buena,Media
"Cultural, Architecture, History",True,Great Wall of China,Eiffel Tower,18-25,Media(5-7h),Bajo,Rápido,Media,Buena,Media
"Architecture, Nature",True,Machu Picchu,"Colosseum, Machu Picchu",56+,Media(5-7h),Medio,Rápido,Media,Excelente,Media
"Art, Architecture, Cultural",True,Colosseum,"Machu Picchu, Great Wall of China",46-55,Media(5-7h),Medio,Rápido,Alta,Buena,Media
"History, Cultural, Architecture",False,Eiffel Tower,"Great Wall of China, Machu Picchu, Colosseum",36-45,Corta(1-4h),Bajo,Lento,Alta,Buena,Media
"Nature, Cultural",True,Eiffel Tower,"Taj Mahal, Great Wall of China",46-55,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"History, Architecture",True,Great Wall of China,Taj Mahal,56+,Media(5-7h),Bajo,Normal,Alta,Buena,Media
"Art, Nature",False,Eiffel Tower,"Eiffel Tower, Colosseum, Great Wall of China",46-55,Larga(8-10h),Alto,Lento,Media,Buena,Alta
"Architecture, History",True,Great Wall of China,"Eiffel Tower, Great Wall of China, Machu Picchu",26-35,Media(5-7h),Alto,Rápido,Media,Excelente,Alta
"Cultural, Art, Architecture",True,Eiffel Tower,Eiffel Tower,56+,Corta(1-4h),Bajo,Normal,Media,Excelente,Media
Art,True,Taj Mahal,"Eiffel Tower, Taj Mahal",56+,Larga(8-10h),Bajo,Lento,Media,Excelente,Media
"History, Cultural",False,Eiffel Tower,Colosseum,46-55,Media(5-7h),Bajo,Lento,Alta,Excelente,Media
"Architecture, Art, History",True,Great Wall of China,"Great Wall of China, Taj Mahal",36-45,Corta(1-4h),Medio,Normal,Media,Buena,Media
"Architecture, History, Nature",False,Machu Picchu,"Eiffel Tower, Machu Picchu",56+,Media(5-7h),Medio,Normal,Media,Excelente,Media
"Cultural, Architecture",False,Taj Mahal,"Taj Mahal, Great Wall of China, Colosseum",46-55,Media(5-7h),Alto,Normal,Media,Buena,Alta
"Art, Architecture, Nature",True,Colosseum,Eiffel Tower,46-55,Media(5-7h),Alto,Normal,Alta,Excelente,Alta
"Nature, Cultural",False,Great Wall of China,Taj Mahal,36-45,Corta(1-4h),Medio,Lento,Media,Buena,Alta
Cultural,True,Eiffel Tower,"Eiffel Tower, Taj Mahal, Great Wall of China",56+,Larga(8-10h),Alto,Lento,Media,Buena,Alta
"Nature, Cultural, Architecture",True,Great Wall of China,"Great Wall of China, Colosseum",26-35,Media(5-7h),Medio,Lento,Media,Excelente,Media
