antecedents,consequents,support,confidence,lift
"Core i5, Intel, Thin and Light Laptop","DDR4, Processing & Multitasking",0.1451,0.7829,1.1602
"8 GB, Everyday Use, Thin and Light Laptop","DDR4, Intel",0.071,0.7128,1.1601
"8 GB, AMD, DDR4, Processing & Multitasking",Windows 10 Home,0.0561,0.5248,1.1601
"Core i3, Windows 10 Home",Thin and Light Laptop,0.053,0.5952,1.1586
"Core i3, DDR4, Windows 10 Home",Thin and Light Laptop,0.053,0.5952,1.1586
"Core i3, DDR4, Intel, Windows 10 Home",Thin and Light Laptop,0.053,0.5952,1.1586
"Core i3, Intel, Windows 10 Home",Thin and Light Laptop,0.053,0.5952,1.1586
"8 GB, Intel",Thin and Light Laptop,0.2458,0.5949,1.1579
"Core i3, Thin and Light Laptop, Windows 11 Home","DDR4, Processing & Multitasking",0.053,0.7812,1.1578
"Core i3, Intel, Thin and Light Laptop, Windows 11 Home","DDR4, Processing & Multitasking",0.053,0.7812,1.1578
4 GB,Intel,0.09,0.8252,1.1575
"8 GB, Core i3, Intel, Thin and Light Laptop","DDR4, Processing & Multitasking",0.0869,0.781,1.1573
"8 GB, Core i5, DDR4, Intel, Thin and Light Laptop",Processing & Multitasking,0.0975,0.9109,1.1573
"8 GB, Core i3, Thin and Light Laptop","DDR4, Processing & Multitasking",0.0869,0.781,1.1573
"8 GB, Core i5, DDR4, Thin and Light Laptop",Processing & Multitasking,0.0975,0.9109,1.1573
"8 GB, DDR4, Everyday Use",Thin and Light Laptop,0.0932,0.5946,1.1573
"Intel, Processing & Multitasking, Windows 10 Home",Thin and Light Laptop,0.1568,0.5944,1.1569
"8 GB, Core i5, DDR4, Intel, Windows 10 Home","Processing & Multitasking, Thin and Light Laptop",0.0583,0.5392,1.1569
"8 GB, Core i5, DDR4, Windows 10 Home","Processing & Multitasking, Thin and Light Laptop",0.0583,0.5392,1.1569
"8 GB, DDR4, Intel, Processing & Multitasking",Windows 10 Home,0.16,0.5225,1.1551
"8 GB, Everyday Use","DDR4, Intel",0.1165,0.7097,1.1551
"AMD, DDR4, Thin and Light Laptop",Processing & Multitasking,0.0953,0.9091,1.155
"Thin and Light Laptop, Windows 11 Home","Intel, Processing & Multitasking",0.1536,0.6591,1.1543
"8 GB, DDR4, Intel",Thin and Light Laptop,0.2299,0.5929,1.154
"8 GB, Processing & Multitasking, Windows 10 Home","DDR4, Intel",0.16,0.7089,1.1538
AMD,Windows 10 Home,0.1409,0.5216,1.1531
"Core i3, DDR4","Processing & Multitasking, Thin and Light Laptop",0.1144,0.5373,1.1528
"Core i3, DDR4, Intel","Processing & Multitasking, Thin and Light Laptop",0.1144,0.5373,1.1528
Thin and Light Laptop,Processing & Multitasking,0.4661,0.9072,1.1526
Processing & Multitasking,Thin and Light Laptop,0.4661,0.5922,1.1526
"8 GB, DDR4, Intel, Windows 10 Home","Processing & Multitasking, Thin and Light Laptop",0.1006,0.5367,1.1515
"8 GB, DDR4, Laptop",Intel,0.0678,0.8205,1.1509
"DDR4, Windows 10 Home","8 GB, Processing & Multitasking",0.2161,0.5217,1.1508
Core i5,"8 GB, DDR4",0.1917,0.6241,1.1508
"Core i5, Intel","8 GB, DDR4",0.1917,0.6241,1.1508
"Intel, Windows 11 Home","DDR4, Thin and Light Laptop",0.1451,0.5131,1.1505
"Core i5, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.071,0.9054,1.1503
"Core i5, Intel, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.071,0.9054,1.1503
"Laptop, Processing & Multitasking","DDR4, Intel",0.0689,0.7065,1.1499
"8 GB, Core i5, Intel","DDR4, Thin and Light Laptop",0.107,0.5127,1.1496
"8 GB, Core i5","DDR4, Thin and Light Laptop",0.107,0.5127,1.1496
"Intel, Windows 10",8 GB,0.0508,0.6575,1.1495
"Processing & Multitasking, Transparent Silver",8 GB,0.0508,0.6575,1.1495
"8 GB, Thin and Light Laptop, Windows 10 Home","DDR4, Intel",0.1017,0.7059,1.1489
Thin and Light Laptop,"DDR4, Processing & Multitasking",0.3983,0.7753,1.1489
"DDR4, Processing & Multitasking",Thin and Light Laptop,0.3983,0.5903,1.1489
"Core i5, DDR4, Intel","Processing & Multitasking, Thin and Light Laptop",0.1451,0.5352,1.1482
"Core i5, DDR4","Processing & Multitasking, Thin and Light Laptop",0.1451,0.5352,1.1482
"AMD, Processing & Multitasking, Thin and Light Laptop",8 GB,0.0689,0.6566,1.1478
"8 GB, Core i3, Intel, Processing & Multitasking, Windows 10 Home",DDR4,0.053,1.0,1.147
"Gaming, Intel, Windows 10 Home",DDR4,0.0763,1.0,1.147
"Gaming, Intel, Processing & Multitasking",DDR4,0.0646,1.0,1.147
"Natural Silver, Processing & Multitasking, Thin and Light Laptop",DDR4,0.0583,1.0,1.147
"8 GB, Core i3, Processing & Multitasking, Windows 10 Home",DDR4,0.053,1.0,1.147
"8 GB, Gaming, Windows 10 Home",DDR4,0.0667,1.0,1.147
"AMD, Gaming, Gaming Laptop, Windows 10 Home",DDR4,0.054,1.0,1.147
"Core i3, Processing & Multitasking, Windows 10 Home",DDR4,0.0752,1.0,1.147
"8 GB, Gaming, Intel",DDR4,0.0519,1.0,1.147
"Thin and Light Laptop, Transparent Silver",DDR4,0.0572,1.0,1.147
"Gaming, Gaming Laptop, Windows 10 Home",DDR4,0.1271,1.0,1.147
"Core i3, Intel, Windows 10 Home",DDR4,0.089,1.0,1.147
"Gaming, Gaming Laptop, Intel, Windows 10 Home",DDR4,0.0731,1.0,1.147
"Core i3, Thin and Light Laptop, Windows 10 Home",DDR4,0.053,1.0,1.147
"Natural Silver, Thin and Light Laptop",DDR4,0.0593,1.0,1.147
"Core i3, Windows 10 Home",DDR4,0.089,1.0,1.147
"8 GB, AMD, Windows 11 Home",DDR4,0.053,1.0,1.147
"8 GB, Gaming",DDR4,0.0932,1.0,1.147
"8 GB, Core i3, Intel, Windows 10 Home",DDR4,0.0625,1.0,1.147
"Core i3, Intel, Laptop",DDR4,0.0508,1.0,1.147
"Core i3, Intel, Thin and Light Laptop, Windows 10 Home",DDR4,0.053,1.0,1.147
"Gaming, Gaming Laptop, Processing & Multitasking, Windows 10 Home",DDR4,0.0731,1.0,1.147
"Processing & Multitasking, Thin and Light Laptop, Transparent Silver",DDR4,0.0561,1.0,1.147
"Gaming, Gaming Laptop, Intel, Processing & Multitasking",DDR4,0.0572,1.0,1.147
"8 GB, Gaming, Gaming Laptop, Windows 10 Home",DDR4,0.0646,1.0,1.147
"Gaming Laptop, Intel, Windows 10 Home",DDR4,0.0773,1.0,1.147
"Gaming, Gaming Laptop, Processing & Multitasking",DDR4,0.09,1.0,1.147
"8 GB, AMD, Thin and Light Laptop",Processing & Multitasking,0.0689,0.9028,1.147
"8 GB, Gaming, Processing & Multitasking",DDR4,0.0508,1.0,1.147
"Core i3, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",DDR4,0.0519,1.0,1.147
"8 GB, Gaming, Gaming Laptop",DDR4,0.0858,1.0,1.147
"16 GB, Gaming Laptop, Windows 10 Home",DDR4,0.0678,1.0,1.147
"8 GB, Core i3, Windows 10 Home",DDR4,0.0625,1.0,1.147
"16 GB, Gaming, Gaming Laptop, Windows 10 Home",DDR4,0.0625,1.0,1.147
"Core i3, Intel, Processing & Multitasking, Windows 10 Home",DDR4,0.0752,1.0,1.147
"Core i3, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",DDR4,0.0519,1.0,1.147
"Core i3, Laptop",DDR4,0.0508,1.0,1.147
"Core i5, DDR4, Intel, Processing & Multitasking, Thin and Light Laptop",Windows 10 Home,0.0752,0.5182,1.1457
"Core i5, DDR4, Processing & Multitasking, Thin and Light Laptop",Windows 10 Home,0.0752,0.5182,1.1457
"Intel, Laptop","8 GB, DDR4",0.0678,0.6214,1.1456
"Processing & Multitasking, Windows 10",Intel,0.0519,0.8167,1.1455
"Intel, Thin and Light Laptop",Processing & Multitasking,0.3475,0.9011,1.1449
"Core i3, Intel","Processing & Multitasking, Thin and Light Laptop",0.1176,0.5337,1.1449
Core i3,"Processing & Multitasking, Thin and Light Laptop",0.1176,0.5337,1.1449
"4 GB, DDR4",Intel,0.0752,0.8161,1.1447
"Intel, Windows 10 Home","DDR4, Processing & Multitasking",0.2405,0.7721,1.1442
"DDR4, Thin and Light Laptop","Intel, Processing & Multitasking",0.2913,0.6532,1.144
"Intel, Processing & Multitasking","DDR4, Thin and Light Laptop",0.2913,0.5102,1.144
"8 GB, AMD, DDR4, Thin and Light Laptop",Processing & Multitasking,0.0667,0.9,1.1435
"8 GB, Windows 10 Home","DDR4, Thin and Light Laptop",0.1367,0.5099,1.1433
"DDR4, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",8 GB,0.1081,0.6538,1.143
"DDR4, Intel, Windows 11 Home","Processing & Multitasking, Thin and Light Laptop",0.1208,0.5327,1.1429
"8 GB, Core i5, Windows 10 Home","DDR4, Thin and Light Laptop",0.0583,0.5093,1.1419
"8 GB, Core i5, Intel, Windows 10 Home","DDR4, Thin and Light Laptop",0.0583,0.5093,1.1419
"16 GB, Core i5",Processing & Multitasking,0.0837,0.8977,1.1406
"16 GB, Core i5, Intel",Processing & Multitasking,0.0837,0.8977,1.1406
"8 GB, Laptop",Intel,0.0689,0.8125,1.1397
"16 GB, AMD",Windows 10 Home,0.053,0.5155,1.1396
"Everyday Use, Windows 11 Home","DDR4, Intel",0.0816,0.7,1.1393
Core i7,"DDR4, Intel",0.0816,0.7,1.1393
"AMD, DDR4",Windows 10 Home,0.1261,0.5152,1.1389
"8 GB, Windows 10 Home","DDR4, Intel",0.1875,0.6996,1.1387
"Gaming Laptop, Windows 10 Home",DDR4,0.1335,0.9921,1.138
"DDR4, Intel, Windows 10 Home",8 GB,0.1875,0.6507,1.1376
"8 GB, AMD","DDR4, Thin and Light Laptop",0.0742,0.5072,1.1374
"Core i5, Intel, Windows 10 Home","DDR4, Thin and Light Laptop",0.0752,0.5071,1.1372
"Core i5, Windows 10 Home","DDR4, Thin and Light Laptop",0.0752,0.5071,1.1372
Travel & Business,Processing & Multitasking,0.054,0.8947,1.1368
Core i5,"DDR4, Thin and Light Laptop",0.1557,0.5069,1.1366
"Core i5, Intel","DDR4, Thin and Light Laptop",0.1557,0.5069,1.1366
Black,"DDR4, Intel, Processing & Multitasking",0.0583,0.55,1.1361
"8 GB, Core i5, Intel","DDR4, Processing & Multitasking",0.16,0.7665,1.1359
"8 GB, Core i5","DDR4, Processing & Multitasking",0.16,0.7665,1.1359
Thin and Light Laptop,8 GB,0.3337,0.6495,1.1354
8 GB,Thin and Light Laptop,0.3337,0.5833,1.1354
"8 GB, DDR4, Intel, Processing & Multitasking, Thin and Light Laptop",Windows 10 Home,0.1006,0.5135,1.1353
Transparent Silver,8 GB,0.053,0.6494,1.1352
"DDR4, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",8 GB,0.0784,0.6491,1.1348
Processing & Multitasking,"DDR4, Thin and Light Laptop",0.3983,0.5061,1.1347
"DDR4, Thin and Light Laptop",Processing & Multitasking,0.3983,0.8931,1.1347
"8 GB, Gaming Laptop",DDR4,0.089,0.9882,1.1335
"8 GB, DDR4",Thin and Light Laptop,0.3157,0.582,1.1329
Thin and Light Laptop,"8 GB, DDR4",0.3157,0.6144,1.1329
"8 GB, Core i5","Processing & Multitasking, Thin and Light Laptop",0.1102,0.5279,1.1326
"8 GB, Core i5, Intel","Processing & Multitasking, Thin and Light Laptop",0.1102,0.5279,1.1326
"Gaming Laptop, Processing & Multitasking, Windows 10 Home",DDR4,0.0794,0.9868,1.1319
"DDR4, Travel & Business",Processing & Multitasking,0.0519,0.8909,1.1319
Ryzen 5 Hexa Core,Thin and Light Laptop,0.053,0.5814,1.1316
"AMD, Ryzen 5 Hexa Core",Thin and Light Laptop,0.053,0.5814,1.1316
2 in 1 Laptop,Intel,0.053,0.8065,1.1312
"DDR4, Intel, Laptop",8 GB,0.0678,0.6465,1.1301
Natural Silver,DDR4,0.0689,0.9848,1.1296
"8 GB, Intel, Laptop",DDR4,0.0678,0.9846,1.1294
"Everyday Use, Laptop",DDR4,0.0678,0.9846,1.1294
"8 GB, Windows 10",DDR4,0.0667,0.9844,1.1291
"Core i5, Thin and Light Laptop",8 GB,0.1197,0.6457,1.1288
"8 GB, Gaming Laptop, Windows 10 Home",DDR4,0.0657,0.9841,1.1288
"Core i5, Intel, Thin and Light Laptop",8 GB,0.1197,0.6457,1.1288
"4 GB, Processing & Multitasking",Intel,0.0742,0.8046,1.1286
"Natural Silver, Processing & Multitasking",DDR4,0.0646,0.9839,1.1285
Windows 11 Home,"Processing & Multitasking, Thin and Light Laptop",0.2044,0.5259,1.1283
"8 GB, Windows 10 Home","Processing & Multitasking, Thin and Light Laptop",0.1409,0.5257,1.1278
"4 GB, DDR4","Intel, Processing & Multitasking",0.0593,0.6437,1.1273
"Laptop, Windows 10 Home",DDR4,0.0593,0.9825,1.1269
"8 GB, Laptop, Processing & Multitasking",DDR4,0.0572,0.9818,1.1262
"AMD, Gaming Laptop, Windows 10 Home",DDR4,0.0561,0.9815,1.1258
"Core i5, Gaming",DDR4,0.0551,0.9811,1.1254
"Core i5, Gaming, Intel",DDR4,0.0551,0.9811,1.1254
"Core i5, Intel, Windows 10 Home",Processing & Multitasking,0.1314,0.8857,1.1253
"Core i5, Windows 10 Home",Processing & Multitasking,0.1314,0.8857,1.1253
"16 GB, Core i5, DDR4",Processing & Multitasking,0.0657,0.8857,1.1253
"16 GB, Core i5, DDR4, Intel",Processing & Multitasking,0.0657,0.8857,1.1253
"8 GB, Thin and Light Laptop, Windows 11 Home","DDR4, Intel",0.0996,0.6912,1.1249
"8 GB, DDR4, Processing & Multitasking",Windows 10 Home,0.2161,0.5087,1.1247
"Everyday Use, Intel, Laptop",DDR4,0.0519,0.98,1.1241
"8 GB, Thin and Light Laptop, Windows 11 Home","DDR4, Intel, Processing & Multitasking",0.0784,0.5441,1.124
"AMD, Everyday Use",DDR4,0.0508,0.9796,1.1236
"DDR4, Intel, Thin and Light Laptop",Processing & Multitasking,0.2913,0.8842,1.1235
"DDR4, Intel, Processing & Multitasking, Windows 10 Home",Thin and Light Laptop,0.1388,0.5771,1.1232
4 GB,"DDR4, Intel, Processing & Multitasking",0.0593,0.5437,1.1231
Black,"DDR4, Intel",0.0731,0.69,1.123
"Thin and Light Laptop, Windows 11 Home","8 GB, Processing & Multitasking",0.1186,0.5091,1.1229
"Core i5, DDR4, Intel",Windows 10 Home,0.1377,0.5078,1.1227
"Core i5, DDR4",Windows 10 Home,0.1377,0.5078,1.1227
"Core i5, Intel, Processing & Multitasking","8 GB, DDR4",0.16,0.6089,1.1226
"Core i5, Processing & Multitasking","8 GB, DDR4",0.16,0.6089,1.1226
"2 in 1 Laptop, Processing & Multitasking",Intel,0.0508,0.8,1.1221
"8 GB, AMD",DDR4,0.143,0.9783,1.1221
"8 GB, AMD, Windows 10 Home","DDR4, Processing & Multitasking",0.0561,0.7571,1.122
4 GB,"DDR4, Intel",0.0752,0.6893,1.1219
"DDR4, Processing & Multitasking, Windows 10 Home",8 GB,0.2161,0.6415,1.1215
"8 GB, AMD",Windows 10 Home,0.0742,0.5072,1.1214
"8 GB, Thin and Light Laptop","DDR4, Intel",0.2299,0.6889,1.1212
"Core i3, Thin and Light Laptop",DDR4,0.1367,0.9773,1.121
"Core i3, Intel, Thin and Light Laptop",DDR4,0.1367,0.9773,1.121
"Everyday Use, Intel",Thin and Light Laptop,0.0964,0.5759,1.121
Transparent Silver,"DDR4, Intel",0.0561,0.6883,1.1203
"Intel, Thin and Light Laptop","DDR4, Processing & Multitasking",0.2913,0.7555,1.1196
"DDR4, Everyday Use, Processing & Multitasking",Thin and Light Laptop,0.0689,0.5752,1.1196
Core i3,"DDR4, Processing & Multitasking",0.1663,0.7548,1.1186
"Core i3, Intel","DDR4, Processing & Multitasking",0.1663,0.7548,1.1186
"8 GB, Laptop",DDR4,0.0826,0.975,1.1183
"Intel, Processing & Multitasking, Windows 10 Home","8 GB, DDR4",0.16,0.6064,1.1181
"Core i5, DDR4, Intel",Thin and Light Laptop,0.1557,0.5742,1.1177
"Core i5, DDR4",Thin and Light Laptop,0.1557,0.5742,1.1177
"8 GB, Core i5, Intel, Windows 10 Home",Processing & Multitasking,0.1006,0.8796,1.1176
"8 GB, Core i5, Windows 10 Home",Processing & Multitasking,0.1006,0.8796,1.1176
"8 GB, Core i5",Thin and Light Laptop,0.1197,0.5736,1.1165
"8 GB, Core i5, Intel",Thin and Light Laptop,0.1197,0.5736,1.1165
"Core i3, Processing & Multitasking, Thin and Light Laptop",DDR4,0.1144,0.973,1.116
"Core i3, Intel, Processing & Multitasking, Thin and Light Laptop",DDR4,0.1144,0.973,1.116
"8 GB, AMD, Thin and Light Laptop",DDR4,0.0742,0.9722,1.1152
"Processing & Multitasking, Transparent Silver","DDR4, Intel",0.053,0.6849,1.1148
"Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.2044,0.8773,1.1146
"8 GB, Core i3, Intel, Thin and Light Laptop",DDR4,0.1081,0.9714,1.1143
"8 GB, Core i3, Thin and Light Laptop",DDR4,0.1081,0.9714,1.1143
"Intel, Thin and Light Laptop",8 GB,0.2458,0.6374,1.1142
"Core i5, DDR4, Windows 10 Home",Processing & Multitasking,0.1208,0.8769,1.1142
"Core i5, DDR4, Intel, Windows 10 Home",Processing & Multitasking,0.1208,0.8769,1.1142
"8 GB, AMD, Processing & Multitasking",DDR4,0.107,0.9712,1.1139
"8 GB, Thin and Light Laptop",Processing & Multitasking,0.2924,0.8762,1.1132
"8 GB, AMD, Ryzen 5 Hexa Core",DDR4,0.0689,0.9701,1.1128
"8 GB, Ryzen 5 Hexa Core",DDR4,0.0689,0.9701,1.1128
"8 GB, Intel, Processing & Multitasking",Windows 10 Home,0.1663,0.5032,1.1125
"Core i5, Windows 10 Home",Thin and Light Laptop,0.0847,0.5714,1.1122
"Core i5, Intel, Windows 10 Home",Thin and Light Laptop,0.0847,0.5714,1.1122
"8 GB, Thin and Light Laptop","Intel, Processing & Multitasking",0.2119,0.6349,1.112
"Core i5, DDR4, Intel, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.0519,0.875,1.1117
"Gaming Laptop, Intel, Processing & Multitasking",DDR4,0.0667,0.9692,1.1117
"8 GB, AMD, Processing & Multitasking, Thin and Light Laptop",DDR4,0.0667,0.9692,1.1117
"Core i5, DDR4, Thin and Light Laptop, Windows 11 Home",Processing & Multitasking,0.0519,0.875,1.1117
Black,"DDR4, Processing & Multitasking",0.0794,0.75,1.1115
"8 GB, Thin and Light Laptop, Windows 11 Home","DDR4, Processing & Multitasking",0.1081,0.75,1.1115
"Intel, Windows 10 Home","8 GB, DDR4",0.1875,0.602,1.11
Windows 10,DDR4,0.0953,0.9677,1.11
"8 GB, Intel, Windows 10 Home",DDR4,0.1875,0.9672,1.1094
"Processing & Multitasking, Windows 10",DDR4,0.0614,0.9667,1.1088
"8 GB, Core i5, DDR4, Intel, Windows 10 Home",Processing & Multitasking,0.0943,0.8725,1.1086
"8 GB, Core i5, DDR4, Windows 10 Home",Processing & Multitasking,0.0943,0.8725,1.1086
Core i3,DDR4,0.2129,0.9663,1.1084
"Core i3, Intel",DDR4,0.2129,0.9663,1.1084
"DDR4, Windows 11 Home","Processing & Multitasking, Thin and Light Laptop",0.1653,0.5166,1.1082
"Black, Windows 10 Home",DDR4,0.0604,0.9661,1.1081
"8 GB, DDR4, Windows 10 Home","Processing & Multitasking, Thin and Light Laptop",0.1335,0.5164,1.1079
Travel & Business,DDR4,0.0583,0.9649,1.1068
"8 GB, Core i3, Intel, Processing & Multitasking, Thin and Light Laptop",DDR4,0.0869,0.9647,1.1065
"8 GB, Core i3, DDR4","Processing & Multitasking, Thin and Light Laptop",0.0869,0.5157,1.1065
"8 GB, Core i3, DDR4, Intel","Processing & Multitasking, Thin and Light Laptop",0.0869,0.5157,1.1065
"8 GB, Core i3, Processing & Multitasking, Thin and Light Laptop",DDR4,0.0869,0.9647,1.1065
"4 GB, DDR4, Processing & Multitasking",Intel,0.0593,0.7887,1.1063
"8 GB, Windows 10 Home",DDR4,0.2585,0.9644,1.1062
"16 GB, Gaming Laptop, Processing & Multitasking",DDR4,0.0572,0.9643,1.1061
"Core i3, Everyday Use, Intel",DDR4,0.0847,0.9639,1.1056
"Core i3, Everyday Use",DDR4,0.0847,0.9639,1.1056
"DDR4, Intel, Processing & Multitasking",8 GB,0.3061,0.6324,1.1055
8 GB,"DDR4, Intel, Processing & Multitasking",0.3061,0.5352,1.1055
"Core i5, Processing & Multitasking",Windows 10 Home,0.1314,0.5,1.1054
"Core i5, Intel, Processing & Multitasking",Windows 10 Home,0.1314,0.5,1.1054
"8 GB, Intel, Processing & Multitasking, Thin and Light Laptop",Windows 10 Home,0.1059,0.5,1.1054
"Black, Processing & Multitasking","DDR4, Intel",0.0583,0.679,1.1052
"16 GB, Intel, Processing & Multitasking",Thin and Light Laptop,0.0932,0.5677,1.105
"8 GB, DDR4, Thin and Light Laptop",Processing & Multitasking,0.2744,0.8691,1.1042
"Core i5, Intel","DDR4, Processing & Multitasking",0.2288,0.7448,1.1038
Core i5,"DDR4, Processing & Multitasking",0.2288,0.7448,1.1038
Windows 10 Home,"DDR4, Processing & Multitasking",0.3369,0.7447,1.1037
"8 GB, Intel, Processing & Multitasking, Windows 10 Home",DDR4,0.16,0.9618,1.1032
Laptop,DDR4,0.1335,0.9618,1.1032
"Intel, Laptop",8 GB,0.0689,0.6311,1.1032
"DDR4, Intel",8 GB,0.3877,0.631,1.1031
8 GB,"DDR4, Intel",0.3877,0.6778,1.1031
"Entertainment, Everyday Use",DDR4,0.053,0.9615,1.1029
Laptop,Intel,0.1091,0.7863,1.1029
"Intel, Thin and Light Laptop, Windows 11 Home","8 GB, Processing & Multitasking",0.089,0.5,1.1028
"Intel, Laptop",DDR4,0.1049,0.9612,1.1025
"Intel, Processing & Multitasking, Windows 10 Home",8 GB,0.1663,0.6305,1.1022
"DDR4, Laptop",Intel,0.1049,0.7857,1.1021
"8 GB, Processing & Multitasking, Ryzen 5 Hexa Core",DDR4,0.0519,0.9608,1.102
"Processing & Multitasking, Travel & Business",DDR4,0.0519,0.9608,1.102
"Entertainment, Everyday Use, Processing & Multitasking",DDR4,0.0519,0.9608,1.102
"8 GB, AMD, Processing & Multitasking, Ryzen 5 Hexa Core",DDR4,0.0519,0.9608,1.102
"Core i5, Intel, Processing & Multitasking, Thin and Light Laptop",8 GB,0.1102,0.6303,1.1019
"Core i5, Processing & Multitasking, Thin and Light Laptop",8 GB,0.1102,0.6303,1.1019
"Gaming Laptop, Processing & Multitasking",DDR4,0.1028,0.9604,1.1016
"Black, Intel","DDR4, Processing & Multitasking",0.0583,0.7432,1.1014
"Everyday Use, Travel & Business",DDR4,0.0508,0.96,1.1011
Windows 10,Intel,0.0773,0.7849,1.101
Entertainment,Intel,0.054,0.7846,1.1006
"DDR4, Processing & Multitasking",8 GB,0.4248,0.6295,1.1005
8 GB,"DDR4, Processing & Multitasking",0.4248,0.7426,1.1005
"Everyday Use, Thin and Light Laptop",Intel,0.0964,0.7845,1.1004
Performance,"DDR4, Intel",0.0508,0.6761,1.1003
"8 GB, Intel","Processing & Multitasking, Thin and Light Laptop",0.2119,0.5128,1.1002
"Intel, Windows 10",DDR4,0.0742,0.9589,1.0999
"Intel, Thin and Light Laptop","8 GB, DDR4",0.2299,0.5962,1.0992
"8 GB, Processing & Multitasking","DDR4, Intel",0.3061,0.6752,1.099
"8 GB, Core i3, Intel",DDR4,0.1684,0.9578,1.0987
"8 GB, Core i3",DDR4,0.1684,0.9578,1.0987
"8 GB, Core i3, Intel","Processing & Multitasking, Thin and Light Laptop",0.09,0.512,1.0986
